Name_sequence	Genome_length	Virus_name	Complete_segment_name
NC_043556	6828	Sango virus	Sango virus, segment L
NC_043586	4440	Ilesha virus	Ilesha virus, segment M
NC_043507	2857	Persea americana chrysovirus	Persea americana chrysovirus, segment RNA 3
NC_043587	6888	Ilesha virus	Ilesha virus, segment L
NC_043615	4463	Fort Sherman virus	Fort Sherman virus, segment M
NC_043038	1959	Shuangao Insect Virus 2	Shuangao Insect Virus 2, segment S1
NC_043617	6883	Fort Sherman virus	Fort Sherman virus, segment L
NC_043546	6864	Tensaw virus	Tensaw virus, segment L
NC_043548	4461	Tensaw virus	Tensaw virus, segment M
NC_043040	2255	Shuangao Insect Virus 2	Shuangao Insect Virus 2, segment M
NC_043653	4426	Bozo virus	Bozo virus, segment M
NC_043041	1148	Shuangao Insect Virus 2	Shuangao Insect Virus 2, segment S2
NC_043655	6861	Bozo virus	Bozo virus, segment L
NC_043570	6893	Sororoca virus	Sororoca virus, segment L
NC_043571	4621	Sororoca virus	Sororoca virus, segment M
NC_043399	2905	Drakaea virus A	Drakaea virus A, segment RNA 2
NC_043564	6979	Anhembi virus	Anhembi virus, segment L
NC_043565	4598	Anhembi virus	Anhembi virus, segment M
NC_043032	1527	Ferak virus	Ferak virus, segment S
NC_043567	4613	Iaco virus	Iaco virus, segment M
NC_043663	2927	Macrophomina phaseolina chrysovirus 1	Macrophomina phaseolina chrysovirus 1, segment RNA 3
NC_043568	7119	Iaco virus	Iaco virus, segment L
NC_043651	6894	Birao virus	Birao virus, segment L
NC_043652	4436	Birao virus	Birao virus, segment M
NC_043665	2985	Macrophomina phaseolina chrysovirus 1	Macrophomina phaseolina chrysovirus 1, segment RNA 4
NC_043645	4528	Potosi virus	Potosi virus, segment M
NC_043667	2630	Colletotrichum gloeosporioides chrysovirus 1	Colletotrichum gloeosporioides chrysovirus 1, segment RNA 3
NC_043646	6874	Potosi virus	Potosi virus, segment L
NC_043692	6822	Tacaiuma orthobunyavirus	Tacaiuma orthobunyavirus, segment L
NC_043694	4365	Tacaiuma orthobunyavirus	Tacaiuma orthobunyavirus, segment M
NC_043668	2869	Colletotrichum gloeosporioides chrysovirus 1	Colletotrichum gloeosporioides chrysovirus 1, segment RNA 2
NC_043648	6524	Clerodendrum chlorotic spot virus	Clerodendrum chlorotic spot virus, segment L
NC_043649	6105	Clerodendrum chlorotic spot virus	Clerodendrum chlorotic spot virus, segment S
NC_043583	6882	Schmallenberg virus	Schmallenberg virus, segment L
NC_043584	4373	Schmallenberg virus	Schmallenberg virus, segment M
NC_043613	1114	Enseada virus	Enseada virus, segment S
NC_043573	4652	Cachoeira Porteira virus	Cachoeira Porteira virus, segment M
NC_043622	1256	Bellavista virus	Bellavista virus, segment S
NC_043575	6892	Cachoeira Porteira virus	Cachoeira Porteira virus, segment L
NC_043438	4032	Burana virus	Burana virus, segment M
NC_043624	2163	Seattle Prectang virus	Seattle Prectang virus, segment M
NC_043600	6871	Pacui virus	Pacui virus, segment L
NC_043602	4648	Pacui virus	Pacui virus, segment M
NC_043626	1344	Seattle Prectang virus	Seattle Prectang virus, segment S
NC_043603	4579	Rio Preto da Eva virus	Rio Preto da Eva virus, segment M
NC_043478	1520	Mothra virus	Mothra virus, segment S
NC_043605	6812	Rio Preto da Eva virus	Rio Preto da Eva virus, segment L
NC_043509	3327	Mukawa virus	Mukawa virus, segment M
NC_043479	1967	Mothra virus	Mothra virus, segment M
NC_043510	6443	Mukawa virus	Mukawa virus, segment L
NC_043506	3421	Persea americana chrysovirus	Persea americana chrysovirus, segment RNA 1
NC_043480	1010	Pidgey virus	Pidgey virus, segment S
NC_043643	2101	Ganda bee virus	Ganda bee virus, segment M
NC_043508	3335	Persea americana chrysovirus	Persea americana chrysovirus, segment RNA 2
NC_043644	1906	Ganda bee virus	Ganda bee virus, segment S
NC_043039	4899	Shuangao Insect Virus 2	Shuangao Insect Virus 2, segment L
NC_043398	4490	Drakaea virus A	Drakaea virus A, segment RNA 1
NC_043680	2506	Laurel Lake virus	Laurel Lake virus, segment M
NC_043031	6938	Ferak virus	Ferak virus, segment L
NC_043033	4274	Ferak virus	Ferak virus, segment M
NC_043681	1142	Laurel Lake virus	Laurel Lake virus, segment S
NC_043443	5949	Haartman Institute snake virus	Haartman Institute snake virus, segment L
NC_043444	3377	Haartman Institute snake virus	Haartman Institute snake virus, segment S
NC_043441	1443	Artashat orthonairovirus	Artashat orthonairovirus, segment S
NC_043662	3712	Macrophomina phaseolina chrysovirus 1	Macrophomina phaseolina chrysovirus 1, segment RNA 1
NC_043435	1485	Chim orthonairovirus	Chim orthonairovirus, segment S
NC_043664	3462	Macrophomina phaseolina chrysovirus 1	Macrophomina phaseolina chrysovirus 1, segment RNA 2
NC_043686	1089	Zegla virus	Zegla virus, segment S
NC_043353	1807	Glyptapanteles indiensis polydnavirus P494 gene	Glyptapanteles indiensis polydnavirus P494 gene, complete cds.
NC_043666	3397	Colletotrichum gloeosporioides chrysovirus 1	Colletotrichum gloeosporioides chrysovirus 1, segment RNA 1
NC_043355	1109	Glyptapanteles indiensis polydnavirus P325 gene	Glyptapanteles indiensis polydnavirus P325 gene, complete cds.
NC_040656	2895	Rhizophagus sp. RF1 mitovirus genomic RNA	Rhizophagus sp. RF1 mitovirus genomic RNA, complete genome.
NC_043612	4693	Enseada virus	Enseada virus, segment M
NC_040352	2212	Mosquito VEM virus SDRBAJ	Mosquito VEM virus SDRBAJ, complete genome.
NC_043614	6919	Enseada virus	Enseada virus, segment L
NC_043621	6950	Bellavista virus	Bellavista virus, segment L
NC_043623	4469	Bellavista virus	Bellavista virus, segment M
NC_040362	2218	Meles meles circovirus-like virus	Meles meles circovirus-like virus, complete genome.
NC_043625	6213	Seattle Prectang virus	Seattle Prectang virus, segment L
NC_043477	6976	Mothra virus	Mothra virus, segment L
NC_043481	3850	Pidgey virus	Pidgey virus, segment M
NC_040434	2445	Sclerotinia sclerotiorum mitovirus 2	Sclerotinia sclerotiorum mitovirus 2, complete genome.
NC_043482	6914	Pidgey virus	Pidgey virus, segment L
NC_043642	6453	Ganda bee virus	Ganda bee virus, segment L
NC_043679	7253	Laurel Lake virus	Laurel Lake virus, segment L
NC_043442	4158	Artashat orthonairovirus	Artashat orthonairovirus, segment M
NC_040311	2692	Citrus yellow vein-associated virus isolate YV920	Citrus yellow vein-associated virus isolate YV920, complete genome.
NC_043436	4995	Chim orthonairovirus	Chim orthonairovirus, segment M
NC_043687	6925	Zegla virus	Zegla virus, segment L
NC_043688	4676	Zegla virus	Zegla virus, segment M
NC_040363	1955	Farfantepenaeus duorarum circovirus isolate FL2009	Farfantepenaeus duorarum circovirus isolate FL2009, complete genome.
NC_043334	3759	Diolcogaster facetosa bracovirus segment 9	Diolcogaster facetosa bracovirus segment 9, complete sequence.
NC_040312	2777	Sewage-associated circular DNA virus-1 isolate SaCV-1_NZ-BS3349-2012	Sewage-associated circular DNA virus-1 isolate SaCV-1_NZ-BS3349-2012, complete genome.
NC_040671	4857	Adeno-associated virus isolate MHH-05-2015	Adeno-associated virus isolate MHH-05-2015, complete genome.
NC_040600	4696	Bat polyomavirus isolate KSA403	Bat polyomavirus isolate KSA403, complete genome.
NC_040353	2246	Sewage-associated circular DNA virus-10 isolate SaCV-10_NZ-BS3946-2012	Sewage-associated circular DNA virus-10 isolate SaCV-10_NZ-BS3946-2012, complete genome.
NC_040354	2336	Sewage-associated circular DNA virus-11 isolate SaCV-11_NZ-BS3997-2012	Sewage-associated circular DNA virus-11 isolate SaCV-11_NZ-BS3997-2012, complete genome.
NC_040305	1805	Sewage-associated circular DNA virus-12 isolate SaCV-12_NZ-BS3888-2012	Sewage-associated circular DNA virus-12 isolate SaCV-12_NZ-BS3888-2012, complete genome.
NC_040355	2112	Sewage-associated circular DNA virus-3 isolate SaCV-3_NZ-BS3854-2012	Sewage-associated circular DNA virus-3 isolate SaCV-3_NZ-BS3854-2012, complete genome.
NC_040308	3533	Sewage-associated circular DNA virus-13 isolate SaCV-13_NZ-BS4044-2012	Sewage-associated circular DNA virus-13 isolate SaCV-13_NZ-BS4044-2012, complete genome.
NC_040356	1899	Sewage-associated circular DNA virus-4 isolate SaCV-4_NZ-BS3799-2012	Sewage-associated circular DNA virus-4 isolate SaCV-4_NZ-BS3799-2012, complete genome.
NC_040595	1989	Odonata-associated circular virus-1 isolate OdasCV-1-US-504LB-12	Odonata-associated circular virus-1 isolate OdasCV-1-US-504LB-12, complete genome.
NC_040783	1914	Odonata-associated circular virus-10 isolate OdasCV-10-US-1675LM1-12	Odonata-associated circular virus-10 isolate OdasCV-10-US-1675LM1-12, complete genome.
NC_040665	1712	Odonata-associated circular virus-11 isolate OdasCV-11-US-341DFS-12	Odonata-associated circular virus-11 isolate OdasCV-11-US-341DFS-12, complete genome.
NC_040797	7106	Ribes americanum virus A isolate Oregon	Ribes americanum virus A isolate Oregon, complete genome.
NC_040780	1991	Odonata-associated circular virus-13 isolate OdasCV-13-US-1591LM1-12	Odonata-associated circular virus-13 isolate OdasCV-13-US-1591LM1-12, complete genome.
NC_040524	1760	Odonata-associated circular virus-14 isolate OdasCV-14-US-1577SC3-12	Odonata-associated circular virus-14 isolate OdasCV-14-US-1577SC3-12, complete genome.
NC_040525	2203	Odonata-associated circular virus-15 isolate OdasCV-15-US-1640LM1-12	Odonata-associated circular virus-15 isolate OdasCV-15-US-1640LM1-12, complete genome.
NC_040782	2016	Odonata-associated circular virus-16 isolate OdasCV-16-US-1614LM1-12	Odonata-associated circular virus-16 isolate OdasCV-16-US-1614LM1-12, complete genome.
NC_040666	2029	Odonata-associated circular virus-17 isolate OdasCV-17-US-1619LM1-12	Odonata-associated circular virus-17 isolate OdasCV-17-US-1619LM1-12, complete genome.
NC_040526	1919	Odonata-associated circular virus-18 isolate OdasCV-18-US-1736LM2-12	Odonata-associated circular virus-18 isolate OdasCV-18-US-1736LM2-12, complete genome.
NC_040781	1913	Odonata-associated circular virus-18 isolate OdasCV-18-US-1736LM1-12	Odonata-associated circular virus-18 isolate OdasCV-18-US-1736LM1-12, complete genome.
NC_040527	1890	Odonata-associated circular virus-19 isolate OdasCV-19-US-1594LM1-12	Odonata-associated circular virus-19 isolate OdasCV-19-US-1594LM1-12, complete genome.
NC_040596	1740	Odonata-associated circular virus-2 isolate OdasCV-2-US-364BC-12	Odonata-associated circular virus-2 isolate OdasCV-2-US-364BC-12, complete genome.
NC_040597	1639	Odonata-associated circular virus-3 isolate OdasCV-3-US-221LB1-12	Odonata-associated circular virus-3 isolate OdasCV-3-US-221LB1-12, complete genome.
NC_040667	2046	Odonata-associated circular virus-4 isolate OdasCV-4-US-517BC-12	Odonata-associated circular virus-4 isolate OdasCV-4-US-517BC-12, complete genome.
NC_040779	2942	Odonata-associated circular virus-7 isolate OdasCV-7-US-1706LM1-12	Odonata-associated circular virus-7 isolate OdasCV-7-US-1706LM1-12, complete genome.
NC_040522	2445	Odonata-associated circular virus-8 isolate OdasCV-8-US-1739LM1-12	Odonata-associated circular virus-8 isolate OdasCV-8-US-1739LM1-12, complete genome.
NC_040523	1931	Odonata-associated circular virus-9 isolate OdasCV-9-US-466DFS-12	Odonata-associated circular virus-9 isolate OdasCV-9-US-466DFS-12, complete genome.
NC_040528	2085	Apteryx rowi circovirus-like virus isolate JWNM 090913	Apteryx rowi circovirus-like virus isolate JWNM 090913, complete genome.
NC_040668	2197	Torque teno equus virus 1	Torque teno equus virus 1, complete genome.
NC_040773	4911	Diatom colony associated dsRNA virus 3 genomic RNA	Diatom colony associated dsRNA virus 3 genomic RNA, complete genome.
NC_040429	4982	Diatom colony associated dsRNA virus 4 genome type A genomic RNA	Diatom colony associated dsRNA virus 4 genome type A genomic RNA, complete genome.
NC_040467	4979	Diatom colony associated dsRNA virus 4 genome type B genomic RNA	Diatom colony associated dsRNA virus 4 genome type B genomic RNA, complete genome.
NC_040657	5252	Diatom colony associated dsRNA virus 5 genomic RNA	Diatom colony associated dsRNA virus 5 genomic RNA, complete genome.
NC_040658	4939	Diatom colony associated dsRNA virus 6 genomic RNA	Diatom colony associated dsRNA virus 6 genomic RNA, complete genome.
NC_040774	5327	Diatom colony associated dsRNA virus 7 genomic RNA	Diatom colony associated dsRNA virus 7 genomic RNA, complete genome.
NC_040430	4660	Diatom colony associated dsRNA virus 8 genomic RNA	Diatom colony associated dsRNA virus 8 genomic RNA, complete genome.
NC_040183	2603	Tomato chlorotic mottle Guyane virus	Tomato chlorotic mottle Guyane virus, segment DNA B
NC_040468	4844	Diatom colony associated dsRNA virus 9 genome type A genomic RNA	Diatom colony associated dsRNA virus 9 genome type A genomic RNA, complete genome.
NC_040659	5082	Diatom colony associated dsRNA virus 10 genomic RNA	Diatom colony associated dsRNA virus 10 genomic RNA, complete genome.
NC_040660	5160	Diatom colony associated dsRNA virus 11 genomic RNA	Diatom colony associated dsRNA virus 11 genomic RNA, complete genome.
NC_040775	5941	Diatom colony associated dsRNA virus 12 genomic RNA	Diatom colony associated dsRNA virus 12 genomic RNA, complete genome.
NC_040431	4671	Diatom colony associated dsRNA virus 13 genomic RNA	Diatom colony associated dsRNA virus 13 genomic RNA, complete genome.
NC_040184	2613	Cnidoscolus mosaic leaf deformation virus	Cnidoscolus mosaic leaf deformation virus, segment DNA B
NC_040310	6635	Diatom colony associated dsRNA virus 16 genomic RNA	Diatom colony associated dsRNA virus 16 genomic RNA, complete genome.
NC_040661	4586	Diatom colony associated ssRNA virus 2 genomic RNA	Diatom colony associated ssRNA virus 2 genomic RNA, complete genome.
NC_040306	2928	Human feces pecovirus strain PeCV-NI	Human feces pecovirus strain PeCV-NI, complete genome.
NC_040598	5068	Sus scrofa polyomavirus 1 isolate 471	Sus scrofa polyomavirus 1 isolate 471, complete genome.
NC_040793	5206	Alternaria arborescens victorivirus 1 genomic RNA	Alternaria arborescens victorivirus 1 genomic RNA, complete genome.
NC_040784	7863	Fusarium graminearum mycotymovirus 1 isolate SX64	Fusarium graminearum mycotymovirus 1 isolate SX64, complete genome.
NC_040562	3999	Porcine parvovirus 7 isolate GX49	Porcine parvovirus 7 isolate GX49, complete genome.
NC_040188	2621	Triumfetta yellow mosaic virus	Triumfetta yellow mosaic virus, segment DNA B
NC_040670	7624	Culex tritaeniorhynchus totivirus isolate CTV_NJ3	Culex tritaeniorhynchus totivirus isolate CTV_NJ3, complete genome.
NC_040530	6219	Eimeria stiedai RNA virus 1 isolate TQCBD-12/0909	Eimeria stiedai RNA virus 1 isolate TQCBD-12/0909, complete genome.
NC_040785	7342	Rusa timorensis papillomavirus type 2 isolate IZW 39/08	Rusa timorensis papillomavirus type 2 isolate IZW 39/08, complete genome.
NC_040190	2577	Common bean severe mosaic virus	Common bean severe mosaic virus, segment DNA-B
NC_040383	1587	Molossus molossus circovirus 1 isolate MmoCV_MF_77202	Molossus molossus circovirus 1 isolate MmoCV_MF_77202, complete genome.
NC_040380	2055	Molossus molossus circovirus 3 isolate MmoCV_MF_180744	Molossus molossus circovirus 3 isolate MmoCV_MF_180744, complete genome.
NC_040529	6252	Sodiomyces alkalinus fusarivirus 1	Sodiomyces alkalinus fusarivirus 1, complete genome.
NC_040382	3156	Molossus molossus circovirus 2 isolate MmoCV_MF_110233	Molossus molossus circovirus 2 isolate MmoCV_MF_110233, complete genome.
NC_040386	1805	Molossus molossus circovirus 4 isolate MmoCV_MU_36925	Molossus molossus circovirus 4 isolate MmoCV_MU_36925, complete genome.
NC_040787	7869	Molossus molossus papillomavirus 1 isolate MmoPV1_MF	Molossus molossus papillomavirus 1 isolate MmoPV1_MF, complete genome.
NC_040379	2277	Gemycircularvirus sp. isolate yc-18	Gemycircularvirus sp. isolate yc-18, complete genome.
NC_040531	2603	Lesser panda anellovirus isolate chengdu-1	Lesser panda anellovirus isolate chengdu-1, complete genome.
NC_040795	4962	Shinobi tetravirus RNA	Shinobi tetravirus RNA, complete genome, strain: shinobi.
NC_040791	6244	Neofusicoccum luteum fusarivirus 1 isolate CAP037	Neofusicoccum luteum fusarivirus 1 isolate CAP037, complete genome.
NC_040792	2757	Rice latent virus 1 isolate AU-NA63-2015	Rice latent virus 1 isolate AU-NA63-2015, complete genome.
NC_040537	2843	Rice latent virus 2 isolate AU-NA24-2015	Rice latent virus 2 isolate AU-NA24-2015, complete genome.
NC_040541	2746	Maize striate mosaic virus isolate MSMV_BR_976_Pla_2016	Maize striate mosaic virus isolate MSMV_BR_976_Pla_2016, complete genome.
NC_040317	2213	Gopherus associated genomovirus 1 isolate Tor2_591165	Gopherus associated genomovirus 1 isolate Tor2_591165, complete genome.
NC_040533	5228	Lupine bocavirus isolate South Douro	Lupine bocavirus isolate South Douro, complete genome.
NC_040554	7475	Grapevine virus G isolate VLJ-178.GvG	Grapevine virus G isolate VLJ-178.GvG, complete genome.
NC_040616	7496	Grapevine virus G isolate VID561	Grapevine virus G isolate VID561, complete genome.
NC_040538	5215	Rhinolophus blasii polyomavirus 2 DNA	Rhinolophus blasii polyomavirus 2 DNA, complete genome, strain: SUB13#14.
NC_040607	5249	Rhinolophus simulator polyomavirus 1 DNA	Rhinolophus simulator polyomavirus 1 DNA, complete genome, strain: SUB13#17.
NC_040676	5016	Rhinolophus simulator polyomavirus 2 DNA	Rhinolophus simulator polyomavirus 2 DNA, complete genome, strain: SUB13#23.
NC_040677	5082	Rhinolophus simulator polyomavirus 3 DNA	Rhinolophus simulator polyomavirus 3 DNA, complete genome, strain: SUB13#25.
NC_040331	2270	Gopherus associated circular DNA virus 1 isolate Tor5_609016	Gopherus associated circular DNA virus 1 isolate Tor5_609016, complete genome.
NC_040546	2538	Rodent Torque teno virus 3 isolate 250	Rodent Torque teno virus 3 isolate 250, complete genome.
NC_040545	7446	Grapevine virus H isolate TT2016-3	Grapevine virus H isolate TT2016-3, complete genome.
NC_040550	7226	Gammapapillomavirus sp. isolate Gamma_w34c04a	Gammapapillomavirus sp. isolate Gamma_w34c04a, complete genome.
NC_040619	7257	Gammapapillomavirus sp. isolate Gamma_LCOSOc196	Gammapapillomavirus sp. isolate Gamma_LCOSOc196, complete genome.
NC_040620	7350	Gammapapillomavirus sp. isolate GammaDyskD_w07c34d	Gammapapillomavirus sp. isolate GammaDyskD_w07c34d, complete genome.
NC_040688	7191	Gammapapillomavirus sp. isolate Gamma_w11C51	Gammapapillomavirus sp. isolate Gamma_w11C51, complete genome.
NC_040691	7270	Gammapapillomavirus sp. isolate Gammai915_ga2c70	Gammapapillomavirus sp. isolate Gammai915_ga2c70, complete genome.
NC_040803	7251	Gammapapillomavirus sp. isolate Gamma_w23c08c	Gammapapillomavirus sp. isolate Gamma_w23c08c, complete genome.
NC_040804	7255	Gammapapillomavirus sp. isolate Gamma_w27c157c	Gammapapillomavirus sp. isolate Gamma_w27c157c, complete genome.
NC_040805	7282	Gammapapillomavirus sp. isolate GammaiCH2_EV03c434	Gammapapillomavirus sp. isolate GammaiCH2_EV03c434, complete genome.
NC_040806	7328	Gammapapillomavirus sp. isolate Gamma_w27c03a	Gammapapillomavirus sp. isolate Gamma_w27c03a, complete genome.
NC_040604	7373	Rodent papillomavirus isolate RtRn-PV/GD2014	Rodent papillomavirus isolate RtRn-PV/GD2014, complete genome.
NC_040623	4880	Rhinolophus pusillus bocaparvovirus 1 strain Rp-BtBoV1_48C_MJ_YN_2012	Rhinolophus pusillus bocaparvovirus 1 strain Rp-BtBoV1_48C_MJ_YN_2012, complete genome.
NC_040694	4726	Rhinolophus pusillus bocaparvovirus 2 strain Rp-BtBoV2_83C_MJ_YN_2012	Rhinolophus pusillus bocaparvovirus 2 strain Rp-BtBoV2_83C_MJ_YN_2012, complete genome.
NC_040686	2689	Rodent Torque teno virus 3 isolate 2192	Rodent Torque teno virus 3 isolate 2192, complete genome.
NC_040547	2536	Rodent Torque teno virus 4 isolate 319	Rodent Torque teno virus 4 isolate 319, complete genome.
NC_040695	5038	Rousettus leschenaultii bocaparvovirus 1 strain Rol-BtBoV1_56C_ML_YN_2012	Rousettus leschenaultii bocaparvovirus 1 strain Rol-BtBoV1_56C_ML_YN_2012, complete genome.
NC_040549	5890	Apple-associated luteovirus isolate A68	Apple-associated luteovirus isolate A68, complete genome.
NC_040617	3433	Rodent Torque teno virus 3 isolate 2	Rodent Torque teno virus 3 isolate 2, complete genome.
NC_040801	2561	Rodent Torque teno virus 4 isolate 188	Rodent Torque teno virus 4 isolate 188, complete genome.
NC_040618	2505	Rodent Torque teno virus 6 isolate 2404	Rodent Torque teno virus 6 isolate 2404, complete genome.
NC_040687	2379	Rodent Torque teno virus 7 isolate 15	Rodent Torque teno virus 7 isolate 15, complete genome.
NC_040351	2734	Cattle blood-associated gemycircularvirus strain BGmv002	Cattle blood-associated gemycircularvirus strain BGmv002, complete genome.
NC_040377	2156	Termite associated circular virus 1 isolate I1581-124	Termite associated circular virus 1 isolate I1581-124, complete genome.
NC_040313	4146	Varroa destructor virus 3 isolate VDV-3	Varroa destructor virus 3 isolate VDV-3, complete genome.
NC_040330	2222	Termite associated circular virus 2 isolate I1514	Termite associated circular virus 2 isolate I1514, complete genome.
NC_040809	7215	Cacao Bacilliform SriLanka Virus isolate A	Cacao Bacilliform SriLanka Virus isolate A, complete genome.
NC_040692	7131	Cacao swollen shoot CE virus isolate GWR198E-13	Cacao swollen shoot CE virus isolate GWR198E-13, complete genome.
NC_040807	7167	Cacao swollen shoot Ghana J virus isolate GWR198J-13	Cacao swollen shoot Ghana J virus isolate GWR198J-13, complete genome.
NC_040808	7119	Cacao swollen shoot Ghana K virus isolate GWR3-14	Cacao swollen shoot Ghana K virus isolate GWR3-14, complete genome.
NC_040552	6994	Cacao swollen shoot Ghana L virus isolate GCR329-14	Cacao swollen shoot Ghana L virus isolate GCR329-14, complete genome.
NC_040622	7173	Cacao swollen shoot Ghana N virus isolate Gha63-15	Cacao swollen shoot Ghana N virus isolate Gha63-15, complete genome.
NC_040693	6985	Cacao swollen shoot Ghana R virus isolate Gha53-15	Cacao swollen shoot Ghana R virus isolate Gha53-15, complete genome.
NC_040635	7864	Birch leaf roll-associated virus isolate BpubFin407507	Birch leaf roll-associated virus isolate BpubFin407507, complete genome.
NC_040432	3356	Anthoxanthum odoratum amalgavirus 1 strain AoAV1-UN29855 genomic sequence.	Anthoxanthum odoratum amalgavirus 1 strain AoAV1-UN29855 genomic sequence.
NC_040376	2220	Termite associated circular virus 3 isolate I1581-121	Termite associated circular virus 3 isolate I1581-121, complete genome.
NC_040662	3478	Capsicum annuum amalgavirus 1 strain CaAV1-CM334 genomic sequence.	Capsicum annuum amalgavirus 1 strain CaAV1-CM334 genomic sequence.
NC_040378	2152	Termite associated circular virus 4 isolate I1581-123	Termite associated circular virus 4 isolate I1581-123, complete genome.
NC_040591	3423	Medicago sativa amalgavirus 1 strain MsAV1-Maverick genomic sequence.	Medicago sativa amalgavirus 1 strain MsAV1-Maverick genomic sequence.
NC_040639	1778	Chicken associated cyclovirus 2 strain RS/BR/2015/4R	Chicken associated cyclovirus 2 strain RS/BR/2015/4R, complete genome.
NC_040818	7658	Leptonychotes weddellii papillomavirus 6 isolate 17495	Leptonychotes weddellii papillomavirus 6 isolate 17495, complete genome.
NC_040652	4743	Equine parvovirus H strain D14 nonstructural protein and capsid protein genes	Equine parvovirus H strain D14 nonstructural protein and capsid protein genes, complete cds.
NC_040603	5515	Red-crowned crane parvovirus isolate yc-7	Red-crowned crane parvovirus isolate yc-7, complete genome.
NC_040672	5456	Red-crowned crane parvovirus isolate yc-8	Red-crowned crane parvovirus isolate yc-8, complete genome.
NC_040633	6310	Sogatella furcifera totivirus 1	Sogatella furcifera totivirus 1, complete genome.
NC_040704	6303	Sogatella furcifera totivirus 2	Sogatella furcifera totivirus 2, complete genome.
NC_040632	4947	Gigaspora margarita giardia-like virus 1 isolate GmGlV1-BEG34	Gigaspora margarita giardia-like virus 1 isolate GmGlV1-BEG34, complete genome.
NC_040702	3243	Gigaspora margarita mitovirus 1 isolate GmMV1-BEG34	Gigaspora margarita mitovirus 1 isolate GmMV1-BEG34, complete genome.
NC_040826	1899	Dragonfly associated cyclovirus isolate DfCyV-FZ1	Dragonfly associated cyclovirus isolate DfCyV-FZ1, complete genome.
NC_040816	3394	Gigaspora margarita mitovirus 2 isolate GmMV2-BEG34	Gigaspora margarita mitovirus 2 isolate GmMV2-BEG34, complete genome.
NC_040697	1264	Coconut foliar decay alphasatellite 6 isolate CFDA6-[VU-88]	Coconut foliar decay alphasatellite 6 isolate CFDA6-[VU-88], complete sequence.
NC_040559	3387	Gigaspora margarita mitovirus 3 isolate GmMV3-BEG34	Gigaspora margarita mitovirus 3 isolate GmMV3-BEG34, complete genome.
NC_040812	1259	Coconut foliar decay alphasatellite 7 isolate CFDA7-[VU-89]	Coconut foliar decay alphasatellite 7 isolate CFDA7-[VU-89], complete sequence.
NC_040560	3389	Gigaspora margarita mitovirus 4 isolate GmMV4-BEG34	Gigaspora margarita mitovirus 4 isolate GmMV4-BEG34, complete genome.
NC_040819	2568	Leptosphaeria biglobosa mitovirus 1	Leptosphaeria biglobosa mitovirus 1, complete genome.
NC_040564	7390	Grapevine virus J isolate KS	Grapevine virus J isolate KS, complete genome.
NC_040640	7372	Human papillomavirus type 203 isolate SE369	Human papillomavirus type 203 isolate SE369, complete genome.
NC_040556	6373	Bee Macula-Like virus 2 isolate BeeMLV2_ahae2	Bee Macula-Like virus 2 isolate BeeMLV2_ahae2, complete genome.
NC_040626	3977	Bombus cryptarum densovirus isolate bcry3	Bombus cryptarum densovirus isolate bcry3, complete genome.
NC_040683	1702	Penicillium digitatum narna-like virus 1	Penicillium digitatum narna-like virus 1, complete sequence.
NC_040719	3187	Domestic cat hepadnavirus isolate Sydney2016	Domestic cat hepadnavirus isolate Sydney2016, complete genome.
NC_040543	2730	Chenopodium quinoa mitovirus 1 isolate Che1	Chenopodium quinoa mitovirus 1 isolate Che1, complete genome.
NC_040316	3173	Chicken stool associated circular virus 1 strain RS/BR/2015/1R	Chicken stool associated circular virus 1 strain RS/BR/2015/1R, complete genome.
NC_040544	1361	Tomato leaf curl Yunnan betasatellite strain China:Yunnan 2:Tomato:2015	Tomato leaf curl Yunnan betasatellite strain China:Yunnan 2:Tomato:2015, complete sequence.
NC_040315	3161	Chicken stool associated circular virus 2 strain RS/BR/2015/1R	Chicken stool associated circular virus 2 strain RS/BR/2015/1R, complete genome.
NC_040348	2134	Lepus americanus faeces associated genomovirus SHP111	Lepus americanus faeces associated genomovirus SHP111, complete genome.
NC_040540	5329	Sarawak virus strain SWK-M26	Sarawak virus strain SWK-M26, complete genome.
NC_040817	3687	Camellia chlorotic dwarf-associated virus isolate Ca-1	Camellia chlorotic dwarf-associated virus isolate Ca-1, complete genome.
NC_040340	2142	Lepus americanus faeces associated genomovirus SHP7	Lepus americanus faeces associated genomovirus SHP7, complete genome.
NC_040714	4978	Porcine polyomavirus strain 180230	Porcine polyomavirus strain 180230, complete genome.
NC_040314	7567	Pythium polare bunya-like RNA virus 1 PpBRV1-OPU1176 genomic RNA	Pythium polare bunya-like RNA virus 1 PpBRV1-OPU1176 genomic RNA, nearly complete genome.
NC_040608	5397	Pythium polare RNA virus 1 PpRV1-OPU1176 genomic RNA	Pythium polare RNA virus 1 PpRV1-OPU1176 genomic RNA, complete genome.
NC_040678	5491	Pythium polare RNA virus 2 PpRV2-OPU1176 genomic RNA	Pythium polare RNA virus 2 PpRV2-OPU1176 genomic RNA, nearly complete genome.
NC_040568	7644	Mume virus A isolate pm14	Mume virus A isolate pm14, complete genome.
NC_040710	7312	Sogatella furcifera hepe-like virus isolate Guangdong	Sogatella furcifera hepe-like virus isolate Guangdong, complete genome.
NC_040605	7726	Marmot sapelovirus 1 strain HT5	Marmot sapelovirus 1 strain HT5, complete genome.
