Name_sequence	Genome_length	Virus_name	Complete_segment_name
NC_014395.1	1690	Rift Valley fever virus segment S	Rift Valley fever virus segment S, complete genome
NC_014396.1	3885	Rift Valley fever virus segment M	Rift Valley fever virus segment M, complete genome
NC_014397.1	6404	Rift Valley fever virus segment L	Rift Valley fever virus segment L, complete genome
NC_014358.1	4944	Bocavirus gorilla/GBoV1/2009	Bocavirus gorilla/GBoV1/2009, complete genome
NC_014361.1	5232	Trichodysplasia spinulosa-associated polyomavirus	Trichodysplasia spinulosa-associated polyomavirus, complete genome
NC_014372.1	18935	Tai Forest ebolavirus isolate Tai Forest virus/H.sapiens-tc/CIV/1994/Pauleoula-CI	Tai Forest ebolavirus isolate Tai Forest virus/H.sapiens-tc/CIV/1994/Pauleoula-CI, complete genome
NC_014185.1	7342	Human papillomavirus type 121	Human papillomavirus type 121, complete genome
NC_014097.1	2856	Torque teno mini virus 1	Torque teno mini virus 1, complete genome
NC_014095.1	2897	Torque teno mini virus 6	Torque teno mini virus 6, complete genome
NC_014094.1	3705	Torque teno virus 6	Torque teno virus 6, complete genome
NC_014093.1	3253	Torque teno midi virus 2	Torque teno midi virus 2, complete genome
NC_014089.1	2908	Torque teno mini virus 5	Torque teno mini virus 5, complete genome
NC_014088.1	2897	Torque teno mini virus 3	Torque teno mini virus 3, complete genome
NC_014086.1	2765	Torque teno mini virus 2	Torque teno mini virus 2, complete genome
NC_014083.1	3763	Torque teno virus 25	Torque teno virus 25, complete genome
NC_014081.1	3748	Torque teno virus 3	Torque teno virus 3, complete genome
NC_014080.1	3736	Torque teno virus 7	Torque teno virus 7, complete genome
NC_014076.1	3770	Torque teno virus 10	Torque teno virus 10, complete genome
NC_014074.1	3729	Torque teno virus 27	Torque teno virus 27, complete genome
NC_014068.1	2910	Torque teno mini virus 8	Torque teno mini virus 8, complete genome
NC_012729.2	5104	Human bocavirus 4 NI strain HBoV4-NI-385	Human bocavirus 4 NI strain HBoV4-NI-385, complete genome
NC_013804.1	145289	Pseudocowpox virus	Pseudocowpox virus, complete genome
NC_013443.1	6534	HMO Astrovirus A	HMO Astrovirus A, complete genome
NC_013234.1	1098	Mammalian orthoreovirus 3 segment S4	Mammalian orthoreovirus 3 segment S4, complete genome
NC_013233.1	1198	Mammalian orthoreovirus 3 segment S3	Mammalian orthoreovirus 3 segment S3, complete genome
NC_013232.1	1331	Mammalian orthoreovirus 3 segment S2	Mammalian orthoreovirus 3 segment S2, complete genome
NC_013231.1	1368	Mammalian orthoreovirus 3 segment S1	Mammalian orthoreovirus 3 segment S1, complete genome
NC_013230.1	2241	Mammalian orthoreovirus 3 segment M3	Mammalian orthoreovirus 3 segment M3, complete genome
NC_013229.1	3888	Mammalian orthoreovirus 3 segment L3	Mammalian orthoreovirus 3 segment L3, complete genome
NC_013228.1	2127	Mammalian orthoreovirus 3 segment M2	Mammalian orthoreovirus 3 segment M2, complete genome
NC_013227.1	2251	Mammalian orthoreovirus 3 segment M1	Mammalian orthoreovirus 3 segment M1, complete genome
NC_013226.1	3870	Mammalian orthoreovirus 3 segment L2	Mammalian orthoreovirus 3 segment L2, complete genome
NC_013225.1	3804	Mammalian orthoreovirus 3 segment L1	Mammalian orthoreovirus 3 segment L1, complete genome
NC_009026.2	10815	Bussuquara virus	Bussuquara virus, complete genome
NC_013060.1	6586	Astrovirus VA1	Astrovirus VA1, complete genome
NC_013035.1	7184	Human papillomavirus 116	Human papillomavirus 116, complete genome
NC_012986.1	7989	Salivirus A isolate 02394-01	Salivirus A isolate 02394-01, complete genome
NC_012959.1	34920	Human adenovirus 54	Human adenovirus 54, complete genome
NC_012957.1	7982	Salivirus NG-J1	Salivirus NG-J1, complete genome
NC_012802.1	7215	Human cosavirus D1	Human cosavirus D1, complete genome
NC_012801.1	7205	Human cosavirus B1	Human cosavirus B1, complete genome
NC_012800.1	7632	Cosavirus A strain HCoSV-A1 polyprotein gene	Cosavirus A strain HCoSV-A1 polyprotein gene, complete cds
NC_012798.1	6580	Human cosavirus E1	Human cosavirus E1, complete genome
NC_012777.1	7163	Lujo virus segment L	Lujo virus segment L, complete genome
NC_012776.1	3189	Lujo virus segment S	Lujo virus segment S, complete genome
NC_012564.1	5242	Human bocavirus 3	Human bocavirus 3, complete genome
NC_012486.1	7227	Human papillomavirus type 112	Human papillomavirus type 112, complete genome
NC_012485.1	7346	Human papillomavirus type 109	Human papillomavirus type 109, complete genome
NC_012042.1	5196	Human bocavirus 2c PK isolate PK-5510	Human bocavirus 2c PK isolate PK-5510, complete genome
NC_011800.1	8791	Human T-lymphotropic virus 4	Human T-lymphotropic virus 4, complete genome
NC_006306.2	935	Influenza C virus (C/Ann Arbor/1/50) segment 7	Influenza C virus (C/Ann Arbor/1/50) segment 7, complete sequence
NC_011400.1	6171	Astrovirus MLB1	Astrovirus MLB1, complete genome
NC_011202.1	34794	Human adenovirus B2	Human adenovirus B2, complete genome
NC_011203.1	35343	Human adenovirus B1	Human adenovirus B1, complete genome
NC_010956.1	35083	Human adenovirus D	Human adenovirus D, complete genome
NC_010810.1	7961	Human TMEV-like cardiovirus	Human TMEV-like cardiovirus, complete genome
NC_010800.1	27657	Turkey coronavirus	Turkey coronavirus, complete genome
NC_009448.2	8115	Saffold virus	Saffold virus, complete genome
NC_010563.1	7107	Chapare virus segment L	Chapare virus segment L, complete sequence
NC_010562.1	3357	Chapare virus segment S	Chapare virus segment S, complete sequence
NC_010329.1	7326	Human papillomavirus type 88	Human papillomavirus type 88, complete genome
NC_009996.1	7099	Human rhinovirus C	Human rhinovirus C, complete genome
NC_001608.3	19111	Marburg marburgvirus isolate Marburg virus/H.sapiens-tc/KEN/1980/Mt. Elgon-Musoke	Marburg marburgvirus isolate Marburg virus/H.sapiens-tc/KEN/1980/Mt. Elgon-Musoke, complete genome
NC_009889.1	8406	RD114 retrovirus	RD114 retrovirus, complete genome
NC_006273.2	235646	Human herpesvirus 5 strain Merlin	Human herpesvirus 5 strain Merlin, complete genome
NC_009539.1	5229	WU Polyomavirus	WU Polyomavirus, complete genome
NC_009334.1	172764	Human herpesvirus 4	Human herpesvirus 4, complete genome
NC_009238.1	5040	KI polyomavirus Stockholm 60	KI polyomavirus Stockholm 60, complete genome
NC_009225.1	3245	Torque teno midi virus 1	Torque teno midi virus 1, complete genome
NC_008311.1	7382	Norovirus GV	Norovirus GV, complete genome
NC_001401.2	4679	Adeno-associated virus - 2	Adeno-associated virus - 2, complete genome
NC_008189.1	7259	Human papillomavirus type 101	Human papillomavirus type 101, complete genome
NC_008188.1	7263	Human papillomavirus type 103	Human papillomavirus type 103, complete genome
NC_001959.2	7654	Norovirus GI	Norovirus GI, complete genome
NC_004905.2	1557	Influenza A virus (A/Hong Kong/1073/99(H9N2)) segment 5	Influenza A virus (A/Hong Kong/1073/99(H9N2)) segment 5, complete sequence
NC_007653.1	156487	Papiine herpesvirus 2	Papiine herpesvirus 2, complete genome
NC_007605.1	171823	Human gammaherpesvirus 4	Human gammaherpesvirus 4, complete genome
NC_007569.1	730	Rotavirus C segment 10	Rotavirus C segment 10, complete sequence
NC_007574.1	2166	Rotavirus C segment 4	Rotavirus C segment 4, complete sequence
NC_007572.1	2283	Rotavirus C segment 3	Rotavirus C segment 3, complete sequence
NC_007547.1	3309	Rotavirus C segment 1	Rotavirus C segment 1, complete sequence
NC_007571.1	1063	Rotavirus C segment 8	Rotavirus C segment 8, complete sequence
NC_007570.1	1353	Rotavirus C segment 5	Rotavirus C segment 5, complete sequence
NC_007543.1	1350	Rotavirus C segment 6	Rotavirus C segment 6, complete sequence
NC_007544.1	1270	Rotavirus C segment 7	Rotavirus C segment 7, complete sequence
NC_007545.1	1037	Rotavirus C segment 9	Rotavirus C segment 9, complete sequence
NC_007546.1	2736	Rotavirus C segment 2	Rotavirus C segment 2, complete sequence
NC_007558.1	649	Adult diarrheal rotavirus strain J19	Adult diarrheal rotavirus strain J19, complete genome
NC_007557.1	739	Adult diarrheal rotavirus strain J19	Adult diarrheal rotavirus strain J19, complete genome
NC_007556.1	820	Adult diarrheal rotavirus strain J19	Adult diarrheal rotavirus strain J19, complete genome
NC_007555.1	932	Adult diarrheal rotavirus strain J19	Adult diarrheal rotavirus strain J19, complete genome
NC_007554.1	1004	Adult diarrheal rotavirus strain J19	Adult diarrheal rotavirus strain J19, complete genome
NC_007553.1	1287	Adult diarrheal rotavirus strain J19	Adult diarrheal rotavirus strain J19, complete genome
NC_007552.1	1307	Adult diarrheal rotavirus strain J19	Adult diarrheal rotavirus strain J19, complete genome
NC_007551.1	2204	Adult diarrheal rotavirus strain J19	Adult diarrheal rotavirus strain J19, complete genome
NC_007550.1	2512	Adult diarrheal rotavirus strain J19	Adult diarrheal rotavirus strain J19, complete genome
NC_007549.1	2969	Adult diarrheal rotavirus strain J19	Adult diarrheal rotavirus strain J19, complete genome
NC_007548.1	3538	Adult diarrheal rotavirus strain J19	Adult diarrheal rotavirus strain J19, complete genome
NC_007573.1	613	Rotavirus C segment 11	Rotavirus C segment 11, complete sequence
NC_007455.1	5299	Primate bocaparvovirus 1 isolate st2	Primate bocaparvovirus 1 isolate st2, complete genome
NC_007447.1	28475	Breda virus	Breda virus, complete genome
NC_005301.3	12108	Crimean-Congo hemorrhagic fever virus segment L	Crimean-Congo hemorrhagic fever virus segment L, complete sequence
NC_005300.2	5366	Crimean-Congo hemorrhagic fever virus segment M	Crimean-Congo hemorrhagic fever virus segment M, complete sequence
NC_007380.1	838	Influenza A virus (A/Korea/426/1968(H2N2)) segment 8	Influenza A virus (A/Korea/426/1968(H2N2)) segment 8, complete sequence
NC_007381.1	1497	Influenza A virus (A/Korea/426/1968(H2N2)) segment 5	Influenza A virus (A/Korea/426/1968(H2N2)) segment 5, complete sequence
NC_007382.1	1410	Influenza A virus (A/Korea/426/1968(H2N2)) segment 6	Influenza A virus (A/Korea/426/1968(H2N2)) segment 6, complete sequence
NC_007361.1	1458	Influenza A virus (A/Goose/Guangdong/1/96(H5N1)) neuraminidase (NA) gene	Influenza A virus (A/Goose/Guangdong/1/96(H5N1)) neuraminidase (NA) gene, complete cds
NC_007370.1	890	Influenza A virus (A/New York/392/2004(H3N2)) segment 8	Influenza A virus (A/New York/392/2004(H3N2)) segment 8, complete sequence
NC_007366.1	1762	Influenza A virus (A/New York/392/2004(H3N2)) segment 4	Influenza A virus (A/New York/392/2004(H3N2)) segment 4, complete sequence
NC_007367.1	1027	Influenza A virus (A/New York/392/2004(H3N2)) segment 7	Influenza A virus (A/New York/392/2004(H3N2)) segment 7, complete sequence
NC_007372.1	2341	Influenza A virus (A/New York/392/2004(H3N2)) segment 2	Influenza A virus (A/New York/392/2004(H3N2)) segment 2, complete sequence
NC_007369.1	1566	Influenza A virus (A/New York/392/2004(H3N2)) segment 5	Influenza A virus (A/New York/392/2004(H3N2)) segment 5, complete sequence
NC_007374.1	1773	Influenza A virus (A/Korea/426/1968(H2N2)) segment 4	Influenza A virus (A/Korea/426/1968(H2N2)) segment 4, complete sequence
NC_007368.1	1467	Influenza A virus (A/New York/392/2004(H3N2)) segment 6	Influenza A virus (A/New York/392/2004(H3N2)) segment 6, complete sequence
NC_007371.1	2233	Influenza A virus (A/New York/392/2004(H3N2)) segment 3	Influenza A virus (A/New York/392/2004(H3N2)) segment 3, complete sequence
NC_007373.1	2341	Influenza A virus (A/New York/392/2004(H3N2)) segment 1	Influenza A virus (A/New York/392/2004(H3N2)) segment 1, complete sequence
NC_007378.1	2341	Influenza A virus (A/Korea/426/1968(H2N2)) segment 1	Influenza A virus (A/Korea/426/1968(H2N2)) segment 1, complete sequence
NC_007377.1	1027	Influenza A virus (A/Korea/426/1968(H2N2)) segment 7	Influenza A virus (A/Korea/426/1968(H2N2)) segment 7, complete sequence
NC_007376.1	2233	Influenza A virus (A/Korea/426/1968(H2N2)) segment 3	Influenza A virus (A/Korea/426/1968(H2N2)) segment 3, complete sequence
NC_007375.1	2341	Influenza A virus (A/Korea/426/1968(H2N2)) segment 2	Influenza A virus (A/Korea/426/1968(H2N2)) segment 2, complete sequence
NC_007363.1	1027	Influenza A virus (A/goose/Guangdong/1/1996(H5N1)) segment 7	Influenza A virus (A/goose/Guangdong/1/1996(H5N1)) segment 7, complete sequence
NC_007362.1	1760	Influenza A virus (A/goose/Guangdong/1/1996(H5N1)) hemagglutinin (HA) gene	Influenza A virus (A/goose/Guangdong/1/1996(H5N1)) hemagglutinin (HA) gene, complete cds
NC_007360.1	1565	Influenza A virus (A/Goose/Guangdong/1/96(H5N1)) nucleocapsid protein (NP) gene	Influenza A virus (A/Goose/Guangdong/1/96(H5N1)) nucleocapsid protein (NP) gene, complete cds
NC_007359.1	2233	Influenza A virus (A/goose/Guangdong/1/1996(H5N1)) polymerase (PA) and PA-X protein (PA-X) genes	Influenza A virus (A/goose/Guangdong/1/1996(H5N1)) polymerase (PA) and PA-X protein (PA-X) genes, complete cds
NC_007358.1	2341	Influenza A virus (A/goose/Guangdong/1/1996(H5N1)) polymerase (PB1) and PB1-F2 protein (PB1-F2) genes	Influenza A virus (A/goose/Guangdong/1/1996(H5N1)) polymerase (PB1) and PB1-F2 protein (PB1-F2) genes, complete cds
NC_007357.1	2341	Influenza A virus (A/Goose/Guangdong/1/96(H5N1)) polymerase (PB2) gene	Influenza A virus (A/Goose/Guangdong/1/96(H5N1)) polymerase (PB2) gene, complete cds
NC_007364.1	865	Influenza A virus (A/goose/Guangdong/1/1996(H5N1)) segment 8	Influenza A virus (A/goose/Guangdong/1/1996(H5N1)) segment 8, complete sequence
NC_006383.2	15948	Peste des petits ruminants virus complete genome	Peste des petits ruminants virus complete genome
NC_007018.1	5268	Human parvovirus 4 G1	Human parvovirus 4 G1, complete genome
NC_007014.1	2635	Small anellovirus 2	Small anellovirus 2, complete genome
NC_007013.1	2249	Small anellovirus 1	Small anellovirus 1, complete genome
NC_007027.1	1745	Human picobirnavirus RNA segment 2	Human picobirnavirus RNA segment 2, complete sequence
NC_007026.1	2525	Human picobirnavirus RNA segment 1	Human picobirnavirus RNA segment 1, complete sequence
NC_006998.1	194711	Vaccinia virus	Vaccinia virus, complete genome
NC_006879.1	34450	Simian adenovirus 1	Simian adenovirus 1, complete genome
NC_006554.1	7476	Sapovirus C12 strain C12	Sapovirus C12 strain C12
NC_006430.1	15246	Parainfluenza virus 5	Parainfluenza virus 5, complete genome
NC_006432.1	18875	Sudan ebolavirus isolate Sudan virus/H.sapiens-tc/UGA/2000/Gulu-808892	Sudan ebolavirus isolate Sudan virus/H.sapiens-tc/UGA/2000/Gulu-808892, complete genome
NC_006437.1	3616	Hantavirus Z10 segment M	Hantavirus Z10 segment M, complete genome
NC_006435.1	6533	Hantavirus Z10 chromosome L	Hantavirus Z10 chromosome L, complete genome
NC_006433.1	1701	Hantavirus Z10 chromosome S segment	Hantavirus Z10 chromosome S segment, complete genome
NC_006311.1	1807	Influenza C virus (C/Ann Arbor/1/50) segment 5	Influenza C virus (C/Ann Arbor/1/50) segment 5, complete sequence
NC_006317.1	3366	Sabia virus	Sabia virus, complete genome
NC_006313.1	7133	Sabia virus segment L	Sabia virus segment L, complete genome
NC_006269.1	7429	Sapovirus Hu/Dresden/pJG-Sap01/DE	Sapovirus Hu/Dresden/pJG-Sap01/DE, complete genome
NC_006261.1	4393	Adeno-associated virus - 8	Adeno-associated virus - 8, complete genome
NC_006260.1	4721	Adeno-associated virus - 7	Adeno-associated virus - 7, complete genome
NC_001716.2	153080	Human herpesvirus 7	Human herpesvirus 7, complete genome
NC_006151.1	143461	Suid herpesvirus 1	Suid herpesvirus 1, complete genome
NC_003266.2	35994	Human adenovirus E	Human adenovirus E, complete genome
NC_005134.2	7438	Human papillomavirus type 96	Human papillomavirus type 96, complete genome
NC_005831.2	27553	Human Coronavirus NL63	Human Coronavirus NL63, complete genome
NC_010624.1	7458	Sapovirus Mc10	Sapovirus Mc10, complete genome
NC_005777.1	754	Oropouche virus segment S	Oropouche virus segment S, complete genome
NC_005776.1	6846	Oropouche virus segment L	Oropouche virus segment L, complete genome
NC_005775.1	4385	Oropouche virus segment M	Oropouche virus segment M, complete sequence
NC_005337.1	134431	Bovine papular stomatitis virus	Bovine papular stomatitis virus, complete genome
NC_005336.1	139962	Orf virus	Orf virus, complete genome
NC_005302.1	1672	Crimean-Congo hemorrhagic fever virus segment S	Crimean-Congo hemorrhagic fever virus segment S, complete sequence
NC_005238.1	6530	Seoul virus strain Seoul 80-39 clone 1	Seoul virus strain Seoul 80-39 clone 1
NC_005237.1	3651	Seoul virus segment M	Seoul virus segment M, complete sequence
NC_005236.1	1769	Seoul virus strain 80-39 segment S	Seoul virus strain 80-39 segment S, complete sequence
NC_005235.1	6532	Dobrava virus complete L segment gene for polymerase protein	Dobrava virus complete L segment gene for polymerase protein, strain DOBV/Ano-Poroia/Afl9/1999)
NC_005234.1	3635	Dobrava virus complete M segment gene for glycoprotein precursor (G1-G2)	Dobrava virus complete M segment gene for glycoprotein precursor (G1-G2), strain DOBV/Ano-Poroia/Afl9/1999)
NC_005233.1	1673	Dobrava virus complete S segment gene for nucleocapsid protein	Dobrava virus complete S segment gene for nucleocapsid protein, strain DOBV/Ano-Poroia/Afl9/1999
NC_005228.1	3694	Tula virus segment M	Tula virus segment M, complete sequence
NC_005226.1	6541	Tula virus segment L	Tula virus segment L, complete sequence
NC_005217.1	6562	Sin Nombre virus map viral genome L segment	Sin Nombre virus map viral genome L segment
NC_005216.1	2059	Sin Nombre virus segment S	Sin Nombre virus segment S, complete sequence
NC_005215.1	3696	Sin Nombre virus segment M	Sin Nombre virus segment M, complete genome
NC_005225.1	6550	Puumala virus segment L	Puumala virus segment L, complete genome
NC_005224.1	1830	Puumala virus segment S	Puumala virus segment S, complete sequence
NC_005223.1	3682	Puumala virus segment M	Puumala virus segment M, complete sequence
NC_005222.1	6533	Hantaan virus segment L	Hantaan virus segment L, complete genome
NC_005219.1	3616	Hantaan virus	Hantaan virus, complete genome
NC_005218.1	1696	Hantaan virus	Hantaan virus, complete genome
NC_005148.1	1768	Porcine circovirus 2	Porcine circovirus 2, complete genome
NC_005082.1	7081	Guanarito virus segment L	Guanarito virus segment L, complete genome
NC_005077.1	3343	Guanarito virus segment S	Guanarito virus segment S, complete genome
NC_005079.1	7196	Machupo virus segment L	Machupo virus segment L, complete genome
NC_005078.1	3439	Machupo virus segment S	Machupo virus segment S, complete genome
NC_005081.1	3411	Junin virus segment S	Junin virus segment S, complete genome
NC_005080.1	7114	Junin virus segment L	Junin virus segment L, complete genome
NC_004907.1	1025	Influenza A virus (A/Hong Kong/1073/99(H9N2)) segment 7	Influenza A virus (A/Hong Kong/1073/99(H9N2)) segment 7, complete sequence
NC_004912.1	2225	Influenza A virus pa gene for polymerase PA	Influenza A virus pa gene for polymerase PA, genomic RNA, strain A/Hong Kong/1073/99(H9N2)
NC_004911.1	2328	Influenza A virus pb1 gene for polymerase Pb1	Influenza A virus pb1 gene for polymerase Pb1, genomic RNA, strain A/Hong Kong/1073/99(H9N2)
NC_004910.1	2341	Influenza A virus pb2 gene for polymerase Pb2	Influenza A virus pb2 gene for polymerase Pb2, genomic RNA, strain A/Hong Kong/1073/99(H9N2)
NC_004909.1	1418	Influenza A virus na gene for neuraminidase	Influenza A virus na gene for neuraminidase, genomic RNA, strain A/Hong Kong/1073/99(H9N2)
NC_004908.1	1714	Influenza A virus ha gene for Hemagglutinin	Influenza A virus ha gene for Hemagglutinin, genomic RNA, strain A/Hong Kong/1073/99(H9N2)
NC_004906.1	890	Influenza A virus (A/Hong Kong/1073/99(H9N2)) segment 8	Influenza A virus (A/Hong Kong/1073/99(H9N2)) segment 8, complete sequence
NC_004812.1	156789	Macacine herpesvirus 1	Macacine herpesvirus 1, complete genome
NC_003663.2	224499	Cowpox virus	Cowpox virus, complete genome
NC_002076.2	3852	Torque teno virus 1	Torque teno virus 1, complete genome
NC_004541.1	8289	Walrus calicivirus non-structural polyprotein	Walrus calicivirus non-structural polyprotein, capsid, and putative nucleic-acid binding protein genes, complete cds
NC_004500.1	7461	Human papillomavirus type 92	Human papillomavirus type 92, complete genome
NC_004455.1	9518	Simian immunodeficiency virus 2 isolate SIVmnd-2	Simian immunodeficiency virus 2 isolate SIVmnd-2, complete genome
NC_004441.1	7388	Porcine enterovirus 9 strain UKG/410/73 polyprotein gene	Porcine enterovirus 9 strain UKG/410/73 polyprotein gene, complete cds
NC_004421.1	8374	Aichivirus B genomic RNA	Aichivirus B genomic RNA, complete genome, strain:U-1
NC_003468.2	6562	Andes virus segment L	Andes virus segment L, complete genome
NC_003467.2	3671	Andes virus segment M	Andes virus segment M, complete genome
NC_004295.1	5028	Human erythrovirus V9	Human erythrovirus V9, complete genome
NC_004297.1	7279	Lassa virus segment L	Lassa virus segment L, complete sequence
NC_004296.1	3402	Lassa virus segment S	Lassa virus segment S, complete sequence
NC_004294.1	3376	Lymphocytic choriomeningitis virus segment S	Lymphocytic choriomeningitis virus segment S, complete sequence
NC_004291.1	6680	Lymphocytic choriomeningitis virus segment L	Lymphocytic choriomeningitis virus segment L, complete sequence
NC_004221.1	1671	Banna virus strain JKT-6423 segment 6	Banna virus strain JKT-6423 segment 6, complete sequence
NC_004220.1	1716	Banna virus strain JKT-6423 segment 5	Banna virus strain JKT-6423 segment 5, complete sequence
NC_004219.1	2038	Banna virus strain JKT-6423 segment 4	Banna virus strain JKT-6423 segment 4, complete sequence
NC_004218.1	2400	Banna virus strain JKT-6423 segment 3	Banna virus strain JKT-6423 segment 3, complete sequence
NC_004217.1	3048	Banna virus strain JKT-6423 segment 2	Banna virus strain JKT-6423 segment 2, complete sequence
NC_004211.1	3747	Banna virus strain JKT-6423 segment 1	Banna virus strain JKT-6423 segment 1, complete sequence
NC_004204.1	1136	Banna virus segment 7	Banna virus segment 7, complete sequence
NC_004203.1	1119	Banna virus segment 8	Banna virus segment 8, complete sequence
NC_004202.1	1101	Banna virus segment 9	Banna virus segment 9, complete sequence
NC_004201.1	977	Banna virus strain JKT-6423 segment 10	Banna virus strain JKT-6423 segment 10, complete sequence
NC_004200.1	867	Banna virus segment 11	Banna virus segment 11, complete sequence
NC_004198.1	862	Banna virus segment 12	Banna virus segment 12, complete sequence
NC_004161.1	18891	Reston ebolavirus isolate Reston virus/M.fascicularis-tc/USA/1989/Philippines89-Pennsylvania	Reston ebolavirus isolate Reston virus/M.fascicularis-tc/USA/1989/Philippines89-Pennsylvania, complete genome
NC_004110.1	984	La Crosse virus segment S	La Crosse virus segment S, complete genome
NC_004109.1	4527	La Crosse virus segment M	La Crosse virus segment M, complete genome
NC_004108.1	6980	La Crosse virus segment L	La Crosse virus segment L, complete genome
NC_004105.1	209771	Ectromelia virus	Ectromelia virus, complete genome
NC_004104.1	8033	Human papillomavirus type 90	Human papillomavirus type 90, complete genome
NC_003908.1	11484	Western equine encephalomyelitis virus	Western equine encephalomyelitis virus, complete genome
NC_003899.1	11675	Eastern equine encephalitis virus	Eastern equine encephalitis virus, complete genome
NC_003824.1	4647	Trichomonas vaginalis virus	Trichomonas vaginalis virus, complete genome
NC_003494.1	111362	Infectious spleen and kidney necrosis virus	Infectious spleen and kidney necrosis virus, complete genome
NC_003466.1	1871	Andes virus segment S	Andes virus segment S, complete sequence
NC_003461.1	15600	Human parainfluenza virus 1	Human parainfluenza virus 1, complete genome
NC_003443.1	15646	Human rubulavirus 2	Human rubulavirus 2, complete genome
NC_003417.1	11411	Mayaro virus	Mayaro virus, complete genome
NC_003323.1	8918	Primate T-lymphotropic virus 3 long terminal repeat	Primate T-lymphotropic virus 3 long terminal repeat, complete sequence; gag polyprotein (gag) gene, complete cds; protease and polymerase (pol) genes, partial cds; and rex protein (rex) and tax protein (tax) genes, complete cds
NC_003310.1	196858	Monkeypox virus Zaire-96-I-16	Monkeypox virus Zaire-96-I-16, complete genome
NC_003243.1	11822	Australian bat lyssavirus	Australian bat lyssavirus, complete genome
NC_003215.1	11442	Semliki forest virus	Semliki forest virus, complete genome
NC_003059.1	8072	Porcine endogenous retrovirus E	Porcine endogenous retrovirus E, complete genome
NC_002728.1	18246	Nipah virus	Nipah virus, complete genome
NC_001653.2	1682	Hepatitis delta virus	Hepatitis delta virus, complete genome
NC_002058.3	7440	Poliovirus	Poliovirus, complete genome
NC_001792.2	1758	Porcine circovirus 1	Porcine circovirus 1, complete genome
NC_002645.1	27317	Human coronavirus 229E	Human coronavirus 229E, complete genome
NC_002642.1	144575	Yaba-like disease virus	Yaba-like disease virus, complete genome
NC_001796.2	15462	Human parainfluenza virus 3	Human parainfluenza virus 3, complete genome
NC_002551.1	8284	Vesicular exanthema of swine virus	Vesicular exanthema of swine virus, complete genome
NC_002549.1	18959	Zaire ebolavirus isolate Ebola virus/H.sapiens-tc/COD/1976/Yambuku-Mayinga	Zaire ebolavirus isolate Ebola virus/H.sapiens-tc/COD/1976/Yambuku-Mayinga, complete genome
NC_001547.1	11703	Sindbis virus	Sindbis virus, complete genome
NC_001544.1	11657	Ross River virus	Ross River virus, complete genome
NC_002200.1	15384	Mumps virus	Mumps virus, complete genome
NC_000940.1	7320	Porcine enteric sapovirus	Porcine enteric sapovirus, complete genome
NC_000898.1	162114	Human herpesvirus 6B	Human herpesvirus 6B, complete genome
NC_000858.1	9028	Simian T-lymphotropic virus 1	Simian T-lymphotropic virus 1, complete genome
NC_002077.1	4718	Adeno-associated virus - 1	Adeno-associated virus - 1, complete genome
NC_001943.1	6813	Human astrovirus	Human astrovirus, complete genome
NC_001927.1	961	Bunyamwera virus segment S	Bunyamwera virus segment S, complete sequence
NC_001926.1	4458	Bunyamwera virus M segment	Bunyamwera virus M segment, complete sequence
NC_001925.1	6875	Bunyamwera virus L segment	Bunyamwera virus L segment, complete sequence
NC_001918.1	8251	Aichi virus	Aichi virus, complete genome
NC_001897.1	7348	Human parechovirus	Human parechovirus, genome
NC_001837.1	9550	Hepatitis GB virus A	Hepatitis GB virus A, complete genome
NC_001829.1	4767	Adeno-associated virus - 4	Adeno-associated virus - 4, complete genome
NC_001815.1	8855	Simian T-lymphotropic virus 2	Simian T-lymphotropic virus 2, complete genome
NC_001803.1	15191	Respiratory syncytial virus	Respiratory syncytial virus, complete genome
NC_001802.1	9181	Human immunodeficiency virus 1	Human immunodeficiency virus 1, complete genome
NC_001786.1	11488	Barmah Forest virus	Barmah Forest virus, complete genome
NC_001731.1	190289	Molluscum contagiosum virus subtype 1	Molluscum contagiosum virus subtype 1, complete genome
NC_001729.1	4726	Adeno-associated virus - 3	Adeno-associated virus - 3, complete genome
NC_001722.1	10359	Human immunodeficiency virus 2	Human immunodeficiency virus 2, complete genome
NC_001710.1	9392	GB virus C/Hepatitis G virus	GB virus C/Hepatitis G virus, complete genome
NC_001702.1	8135	Murine type C retrovirus	Murine type C retrovirus, complete genome
NC_001699.1	5130	JC polyomavirus	JC polyomavirus, complete genome
NC_001694.1	7989	Human papillomavirus - 61	Human papillomavirus - 61, complete genome
NC_001693.1	7313	Human papillomavirus type 60	Human papillomavirus type 60, complete genome
NC_001691.1	7184	Human papillomavirus type 50	Human papillomavirus type 50, complete genome
NC_001690.1	7100	Human papillomavirus type 48	Human papillomavirus type 48, complete genome
NC_001676.1	7759	Human papillomavirus 54	Human papillomavirus 54, complete genome
NC_001617.1	7152	Human rhinovirus 89	Human rhinovirus 89, complete genome
NC_001612.1	7413	Human enterovirus A	Human enterovirus A, complete genome
NC_001611.1	185578	Variola virus	Variola virus, complete genome
NC_001596.1	7434	Human papillomavirus type 9	Human papillomavirus type 9, complete genome
NC_001595.1	8027	Human papillomavirus type 7 genomic DNA	Human papillomavirus type 7 genomic DNA
NC_001593.1	7856	Human papillomavirus type 53	Human papillomavirus type 53, complete genome
NC_001591.1	7560	Human papillomavirus type 49	Human papillomavirus type 49, complete genome
